area_type,location,size,total_sqft,bath,balcony,price
Super built-up  Area,Electronics City Phase 1,2 BHK,1300,2,1,67
Super built-up  Area,Shivaji Nagar,3 BHK,1300,3,2,170
Built-up  Area,Kudlu,2 BHK,1300,2,2,56
Super built-up  Area,Kathriguppe,3 BHK,1300,3,2,77.99
Super built-up  Area,Kanakpura Road,3 BHK,1300,3,2,69
Plot  Area,Cholanayakanahalli,2 Bedroom,1300,2,2,95
Super built-up  Area,Kanakpura Road,3 BHK,1300,3,1,69
Super built-up  Area,JP Nagar,2 BHK,1300,2,1,91.65
Super built-up  Area,Byatarayanapura,2 BHK,1300,2,2,63
Built-up  Area,Electronic City Phase II,2 BHK,1300,2,2,28
Super built-up  Area,Kanakpura Road,3 BHK,1300,3,1,69
Super built-up  Area,KR Puram,3 BHK,1300,2,2,57
Super built-up  Area,Kanakpura Road,3 BHK,1300,3,1,64
Super built-up  Area,Jigani,3 BHK,1300,3,3,55
Super built-up  Area,Haralur Road,2 BHK,1300,2,2,75
Built-up  Area,"Whitefield, ",2 BHK,1300,2,1,58
Super built-up  Area,RPC layout,6 BHK,1300,6,3,150
Super built-up  Area,Kathriguppe,3 BHK,1300,3,3,77.99
Built-up  Area,3rd Block Hrbr Layout,2 BHK,1300,2,3,95
Super built-up  Area,Haralur Road,2 BHK,1300,2,1,75
Super built-up  Area,Venkatapura,3 BHK,1300,3,2,46
Super built-up  Area,Kanakpura Road,3 BHK,1300,2,3,69
Super built-up  Area,Canara Bank Colony,3 BHK,1300,3,2,42.25
Built-up  Area,Dodda Banaswadi,3 BHK,1300,2,2,60
Built-up  Area,HRBR Layout,2 BHK,1300,2,3,90
Super built-up  Area,Vinayak Nagar,2 BHK,1300,2,1,33
Built-up  Area,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300,3,1,65
Plot  Area,R.T. Nagar,3 Bedroom,1300,3,0,145
Super built-up  Area,Horamavu Agara,3 BHK,1300,2,2,52
Built-up  Area,Bharathi Nagar,2 BHK,1300,2,2,55.86
Super built-up  Area,Basapura,2 BHK,1301,2,2,55
Super built-up  Area,Whitefield,2 BHK,1301,2,2,65
Super built-up  Area,HRBR Layout,2 BHK,1301,2,1,120
Super built-up  Area,Narayanapura,2 BHK,1302,2,1,69.1
Super built-up  Area,Pattandur Agrahara,2 BHK,1302,2,1,66
Super built-up  Area,Kothanur,2 BHK,1302,2,1,68.5
Super built-up  Area,Kengeri Satellite Town,2 BHK,1302.5,2,0,44.285
Super built-up  Area,Bannerghatta Road,2 BHK,1302.5,2,0,67.73
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1303,2,2,55.79
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1303,2,2,44.17
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1303,2,1,55.79
Super built-up  Area,Harlur,2 BHK,1303,2,1,90
Super built-up  Area,Ambalipura,2 BHK,1303,2,2,80
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1303,2,2,55.78
Super built-up  Area,Yelahanka,2 BHK,1304,2,1,79
Super built-up  Area,Hosakerehalli,2 BHK,1304,2,3,100
Super built-up  Area,Gottigere,3 BHK,1304,3,3,80
Built-up  Area,Banashankari Stage III,2 BHK,1304,2,0,111
Super built-up  Area,Yelahanka,2 BHK,1304,2,1,69.97
Super built-up  Area,Begur,3 BHK,1304,3,0,65
Super built-up  Area,Banashankari Stage III,3 BHK,1305,2,1,58.7
Super built-up  Area,Chandapura,3 BHK,1305,3,1,33.28
Built-up  Area,Frazer Town,3 BHK,1305,3,0,95.45
Super built-up  Area,Banashankari Stage V,3 BHK,1305,2,2,49
Super built-up  Area,Marathahalli,3 BHK,1305,2,1,69
Super built-up  Area,Banashankari Stage III,3 BHK,1305,2,1,59
Super built-up  Area,Banashankari Stage III,3 BHK,1305,2,1,60
Super built-up  Area,Banashankari Stage III,3 BHK,1305,2,1,59
Super built-up  Area,Sarjapur  Road,2 BHK,1305,2,1,99
Super built-up  Area,Hoodi,2 BHK,1305,2,1,75
Super built-up  Area,Yelahanka,2 BHK,1305,2,1,78
Super built-up  Area,Bannerghatta Road,3 BHK,1305,2,2,60
Super built-up  Area,Banashankari Stage III,3 BHK,1305,2,1,59
Super built-up  Area,Chandapura,3 BHK,1305,3,1,33.28
Super built-up  Area,Ramamurthy Nagar,3 BHK,1305,3,1,60
Built-up  Area,Babusapalaya,2 BHK,1305,2,1,70
Super built-up  Area,Hennur Road,3 BHK,1305,2,1,110
Built-up  Area,Harohalli,2 BHK,1305,2,2,52
Super built-up  Area,Kanakapura  Rod,3 BHK,1305,2,1,45.68
Super built-up  Area,Hennur Road,3 BHK,1305,2,1,77
Super built-up  Area,Electronic City Phase II,3 BHK,1305,3,1,65
Super built-up  Area,Thanisandra,2 BHK,1305,2,2,90
Super built-up  Area,Chandapura,3 BHK,1305,3,1,33.28
Super built-up  Area,Electronics City Phase 1,2 BHK,1305,2,1,67
Super built-up  Area,Whitefield,3 BHK,1306,3,2,54.65
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1306,2,1,55.91
Super built-up  Area,Singasandra,3 BHK,1306,2,2,58
Super built-up  Area,Reliable Woods Layout,3 BHK,1306,2,2,58
Super built-up  Area,Whitefield,3 BHK,1306,3,2,54.65
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1306,2,2,44.17
Built-up  Area,Begur,2 BHK,1306,2,3,65
Plot  Area,Kannur,6 Bedroom,1306.8,6,3,75
Super built-up  Area,Horamavu Banaswadi,2 BHK,1307,2,2,51.6
Super built-up  Area,Bommanahalli,2 BHK,1307,2,1,50
Super built-up  Area,Maragondanahalli,2 BHK,1307,2,2,59
Super built-up  Area,Narayanapura,2 BHK,1308,2,2,89.04
Super built-up  Area,Narayanapura,2 BHK,1308,2,2,92.66
Super built-up  Area,Sarjapur  Road,2 BHK,1308,2,1,83
Super built-up  Area,Sarjapur  Road,2 BHK,1308,2,1,58.86
Built-up  Area,Sarjapura+Attibele Road,2 BHK,1308,2,2,37
Super built-up  Area,Narayanapura,2 BHK,1308,2,1,89.04
Super built-up  Area,AECS Layout,2 BHK,1308,2,1,60
Super built-up  Area,Sarjapur  Road,2 BHK,1308,2,1,75
Built-up  Area,"Thanisandra Main Road, ",2 BHK,1308,2,1,86
Super built-up  Area,Uttarahalli,3 BHK,1308,2,3,53
Super built-up  Area,Kanakpura Road,2 BHK,1309,2,3,64.39
Super built-up  Area,Kasavanhalli,2 BHK,1309,2,2,95
Super built-up  Area,Rajiv Nagar,2 BHK,1309,2,1,80
Super built-up  Area,Haralur Road,2 BHK,1309,2,1,82
Super built-up  Area,Sarjapur  Road,2 BHK,1309,2,3,69.5
Super built-up  Area,Marathahalli,3 BHK,1310,3,1,63.25
Super built-up  Area,Abbaiah Reddy Layout,3 BHK,1310,2,3,50
Built-up  Area,Harlur,2 BHK,1310,2,1,50
Super built-up  Area,Banashankari,2 BHK,1310,2,2,80
Super built-up  Area,Uttarahalli,3 BHK,1310,2,1,85
Built-up  Area,Huskur,3 BHK,1310,2,1,37.83
Super built-up  Area,Bellandur,2 BHK,1310,2,2,72
Super built-up  Area,Chikkalasandra,3 BHK,1310,2,1,52.4
Super built-up  Area,Electronic City Phase II,3 BHK,1310,2,1,32.75
Built-up  Area,Electronic City Phase II,3 BHK,1310,2,1,37.83
Super built-up  Area,Electronic City,3 BHK,1310,2,1,37.83
Super built-up  Area,ISRO Layout,3 BHK,1310,2,3,68
Built-up  Area,Sonnenahalli,3 BHK,1310,2,0,46
Plot  Area,Nagasandra,4 Bedroom,1310,3,3,95
Super built-up  Area,Hennur Road,2 BHK,1310,2,1,66
Built-up  Area,Bommasandra Industrial Area,3 BHK,1310,2,1,37.83
Super built-up  Area,Channasandra,3 BHK,1310,2,2,45
Super built-up  Area,Electronic City Phase II,3 BHK,1310,2,2,37.83
Super built-up  Area,Bellandur,2 BHK,1310,2,2,85
Super built-up  Area,Punappa Layout,3 BHK,1310,2,1,55
Super built-up  Area,Jalahalli,3 BHK,1310,2,2,60
Super built-up  Area,Banashankari,2 BHK,1310,2,2,80.43
Super built-up  Area,Marathahalli,3 BHK,1310,3,1,63.22
Super built-up  Area,Cooke Town,2 BHK,1310,2,2,111
Built-up  Area,Electronic City Phase II,3 BHK,1310,2,1,37.84
Built-up  Area,Rajasree Layout,3 BHK,1310,3,3,90
Super built-up  Area,Kodichikkanahalli,3 BHK,1310,2,2,53
Built-up  Area,Kumaraswami Layout,3 BHK,1310,2,1,70
Super built-up  Area,Govindapura,2 BHK,1310,2,1,88
Super built-up  Area,Hormavu,2 BHK,1310,2,2,67
Super built-up  Area,Electronic City Phase II,3 BHK,1310,2,1,37.84
Built-up  Area,Kumaraswami Layout,3 BHK,1310,2,1,85
Super built-up  Area,Hormavu,2 BHK,1310,2,3,60
Super built-up  Area,Marathahalli,3 BHK,1310,3,1,63.25
Super built-up  Area,Electronic City Phase II,3 BHK,1310,2,1,37.83
Built-up  Area,CV Raman Nagar,2 BHK,1310,2,1,62
Built-up  Area,Kudlu Gate,2 BHK,1310,2,2,53
Super built-up  Area,Harappanahalli,2 BHK,1311,2,2,48
Super built-up  Area,Sarjapur  Road,2 BHK,1311,2,1,78
Super built-up  Area,Hosa Road,3 BHK,1311,2,1,84.86
Super built-up  Area,Whitefield,2 BHK,1312,2,2,55
Super built-up  Area,5th Block Hbr Layout,2 BHK,1312,2,3,69
Super built-up  Area,Motappa Layout,3 BHK,1312,2,1,56.5
Super built-up  Area,Uttarahalli,3 BHK,1312.5,3,0,51.19
Super built-up  Area,B Narayanapura,2 BHK,1313,2,1,58.27
Super built-up  Area,Subramanyapura,2 BHK,1313,2,2,73
Super built-up  Area,Yeshwanthpur,3 BHK,1313,3,1,96
Super built-up  Area,Subramanyapura,2 BHK,1313,2,2,66.5
Plot  Area,Hennur Bande,3 Bedroom,1313,4,0,150
Super built-up  Area,Jalahalli,2 BHK,1313,2,2,68
Super built-up  Area,Rayasandra,3 BHK,1314,2,2,63
Super built-up  Area,Kadugodi,2 BHK,1314,2,3,68.2
Super built-up  Area,Kadugodi,2 BHK,1314,2,2,78
Super built-up  Area,Akshaya Nagar,2 BHK,1314,2,2,68.8
Super built-up  Area,Kadugodi,2 BHK,1314,2,3,83
Built-up  Area,Marathahalli,2 BHK,1314,2,3,55
Plot  Area,Electronics City Phase 1,6 Bedroom,1314,5,1,120
Super built-up  Area,Electronics City Phase 1,2 BHK,1314,2,2,60
Super built-up  Area,Sarjapur  Road,2 BHK,1314,2,2,110
Super built-up  Area,Whitefield,2 BHK,1314,2,1,84
Built-up  Area,Sarjapur  Road,3 BHK,1314,2,2,70.44
Super built-up  Area,Kadugodi,2 BHK,1314,2,3,80
Plot  Area,Rajaji Nagar,2 Bedroom,1314,2,0,225
Super built-up  Area,Panathur,3 BHK,1315,2,1,54.8
Super built-up  Area,Yelahanka,2 BHK,1315,2,2,85
Super built-up  Area,Sampige Layout,2 BHK,1315,2,2,90
Built-up  Area,JP Nagar,3 BHK,1315,2,1,85.4
Super built-up  Area,Uttarahalli,3 BHK,1315,2,2,74
Super built-up  Area,Panathur,3 BHK,1315,2,1,59.1
Built-up  Area,Frazer Town,2 BHK,1315,2,2,140
Built-up  Area,GM Palaya,3 BHK,1315,2,2,65
Built-up  Area,Yelahanka,2 BHK,1315,2,3,75
Super built-up  Area,GM Palaya,3 BHK,1315,3,1,65
Built-up  Area,Nagavara,2 BHK,1315,2,2,70
Super built-up  Area,Banashankari Stage V,3 BHK,1315,2,2,49
Super built-up  Area,Hebbal,3 BHK,1315,3,3,65
Super built-up  Area,GM Palaya,3 BHK,1315,3,0,64
Super built-up  Area,Marathahalli,3 BHK,1315,2,2,60
Super built-up  Area,Dodda Nekkundi,2 BHK,1315,2,2,50
Super built-up  Area,Haralur Road,2 BHK,1315,2,1,85
Super built-up  Area,Whitefield,2 BHK,1315,2,3,55
Super built-up  Area,Yelahanka,2 BHK,1315,2,3,77
Super built-up  Area,Kundalahalli,2 BHK,1315,2,3,74
Super built-up  Area,Whitefield,2 BHK,1315,2,2,69.5
Super built-up  Area,Hulimavu,2 BHK,1315,2,0,60.48
Super built-up  Area,Yemlur,2 BHK,1316,2,3,55.5
Super built-up  Area,Whitefield,2 BHK,1317,2,2,52
Super built-up  Area,Hennur Road,2 BHK,1317.5,2,0,63.77
Super built-up  Area,Hosa Road,3 BHK,1318,2,1,85.28
Super built-up  Area,Gollarapalya Hosahalli,3 BHK,1318,3,1,54
Super built-up  Area,Magadi Road,3 BHK,1318,2,1,68
Super built-up  Area,Gollarapalya Hosahalli,3 BHK,1318,3,2,56
Super built-up  Area,Ananth Nagar,3 BHK,1319,3,1,37.75
Super built-up  Area,Ananth Nagar,3 BHK,1319,3,1,42
Super built-up  Area,Koramangala,2 BHK,1320,2,1,165
Built-up  Area,Electronic City,3 BHK,1320,2,1,38.13
Built-up  Area,Kodigehaali,3 BHK,1320,3,0,65
Built-up  Area,Electronic City Phase II,3 BHK,1320,2,1,38.13
Plot  Area,Subramanyanagar,8 Bedroom,1320,6,2,200
Plot  Area,Varthur,4 Bedroom,1320,2,1,110
Built-up  Area,Bommasandra Industrial Area,3 BHK,1320,2,1,38.12
Built-up  Area,Electronic City Phase II,3 BHK,1320,2,1,38.12
Super built-up  Area,Whitefield,2 BHK,1320,2,1,95
Plot  Area,Devanahalli Road,5 Bedroom,1320,5,2,199
Super built-up  Area,Garudachar Palya,3 BHK,1320,2,2,60.6
Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,3 BHK,1320,2,2,73
Super built-up  Area,Hebbal,2 BHK,1320,2,1,92
Super built-up  Area,Whitefield,2 BHK,1320,2,3,79.5
Built-up  Area,Bommasandra Industrial Area,3 BHK,1320,2,1,38.13
Super built-up  Area,Koramangala,2 BHK,1320,2,1,150
Super built-up  Area,Koramangala,2 BHK,1320,2,2,110
Super built-up  Area,Uttarahalli,3 BHK,1320,2,3,55.44
Super built-up  Area,Hebbal,3 BHK,1320,3,3,226
Built-up  Area,Electronic City Phase II,3 BHK,1320,2,1,38.13
Super built-up  Area,Sarjapur  Road,2 BHK,1320,2,2,115
Super built-up  Area,Whitefield,2 BHK,1320,2,1,99.26
Super built-up  Area,Uttarahalli,3 BHK,1320,2,2,55.44
Super built-up  Area,Gollarapalya Hosahalli,3 BHK,1320,3,2,60
Super built-up  Area,Koramangala,2 BHK,1320,2,1,160
Super built-up  Area,Sarjapur  Road,2 BHK,1320,2,1,100
Super built-up  Area,Hoysalanagar,3 BHK,1320,2,3,60
Super built-up  Area,Mallathahalli,3 BHK,1320,2,2,55
Super built-up  Area,Hulimavu,3 BHK,1320,2,2,59
Built-up  Area,Electronic City,3 BHK,1320,2,1,38.12
Super built-up  Area,Hebbal,2 BHK,1320,2,1,91
Built-up  Area,3rd Block Hrbr Layout,2 BHK,1320,2,3,90
Plot  Area,Jnana Ganga Nagar,3 Bedroom,1320,2,1,95
Plot  Area,Kodigehalli,4 Bedroom,1320,4,3,249
Super built-up  Area,Koramangala,2 BHK,1320,2,1,160
Super built-up  Area,Koramangala,2 BHK,1320,2,1,160
Built-up  Area,Hulimavu,3 BHK,1320,2,2,65
Super built-up  Area,Kengeri,2 BHK,1320,2,1,50
Super built-up  Area,Electronic City Phase II,3 BHK,1320,2,1,38.12
Super built-up  Area,Akshya Nagar,3 BHK,1320,2,1,58
Super built-up  Area,Sarjapur  Road,2 BHK,1320,2,2,110
Super built-up  Area,Kanakpura Road,3 BHK,1320,2,1,39.6
Built-up  Area,Bannerghatta,2 BHK,1320,2,0,50
Super built-up  Area,Kudlu Gate,3 BHK,1320,2,2,50
Built-up  Area,Electronic City,3 BHK,1320,2,1,38.12
Super built-up  Area,Chikkabanavar,3 BHK,1320,2,2,46
Super built-up  Area,Electronics City Phase 1,3 BHK,1321,2,0,40
Super built-up  Area,Magadi Road,3 BHK,1322,2,2,58.82
Super built-up  Area,Bharathi Nagar,2 BHK,1322,2,2,68
Super built-up  Area,Yelahanka,2 BHK,1322,2,2,86
Super built-up  Area,Yelahanka,2 BHK,1322,2,2,75
Super built-up  Area,Yelahanka,2 BHK,1322,2,2,80
Super built-up  Area,manyata park,2 BHK,1322,2,1,61.99
Built-up  Area,Kanakpura Road,2 BHK,1322,2,3,70
Super built-up  Area,Yelahanka,2 BHK,1322,2,1,77.9
Super built-up  Area,Sarjapur  Road,2 BHK,1323,2,2,74
Super built-up  Area,Chandapura,3 BHK,1323,2,1,42
Super built-up  Area,Kodigehaali,3 BHK,1324,3,2,65
Super built-up  Area,Garudachar Palya,3 BHK,1325,2,2,60.8
Super built-up  Area,Kalena Agrahara,2 BHK,1325,2,2,76
Built-up  Area,Byatarayanapura,3 BHK,1325,2,1,90
Built-up  Area,Hoysalanagar,3 BHK,1325,3,1,57
Super built-up  Area,Marathahalli,2 BHK,1325,2,2,71.55
Super built-up  Area,Koramangala,2 BHK,1325,2,2,119
Super built-up  Area,Kaggadasapura,2 BHK,1325,2,2,50
Super built-up  Area,Mallasandra,2 BHK,1325,2,2,70
Built-up  Area,Marathahalli,2 BHK,1325,1,1,92
Super built-up  Area,Mallasandra,2 BHK,1325,2,1,70
Super built-up  Area,Uttarahalli,2 BHK,1325,2,1,53
Super built-up  Area,Bellandur,2 BHK,1325,2,2,65
Super built-up  Area,Mallasandra,2 BHK,1325,2,0,65
Built-up  Area,Mallasandra,2 BHK,1325,2,2,73
Super built-up  Area,Gollahalli,3 BHK,1325,2,1,47
Super built-up  Area,Garudachar Palya,3 BHK,1325,2,2,60.8
Built-up  Area,Yelahanka,3 BHK,1325,2,2,58
Super built-up  Area,R.T. Nagar,2 BHK,1325,2,2,52
Super built-up  Area,Hoysalanagar,3 BHK,1325,2,3,56
Built-up  Area,Chikkalasandra,2 BHK,1325,2,1,59
Super built-up  Area,Garudachar Palya,3 BHK,1325,2,2,60
Super built-up  Area,Yelahanka,2 BHK,1326,2,2,78
Super built-up  Area,Govindpura,2 BHK,1326,2,1,62.17
Super built-up  Area,Yelahanka,2 BHK,1326,2,2,57
Super built-up  Area,Abbigere,3 BHK,1326,2,1,34.8
Super built-up  Area,Abbigere,3 BHK,1326,2,1,35
Super built-up  Area,Yelahanka,2 BHK,1327,2,2,98
Super built-up  Area,Yelahanka,2 BHK,1327,2,3,85
Super built-up  Area,Hebbal,3 BHK,1328,2,2,60
Super built-up  Area,Kanakpura Road,2 BHK,1328,2,3,91.06
Super built-up  Area,Kanakpura Road,2 BHK,1328,2,2,107
Super built-up  Area,Bharathi Nagar,2 BHK,1328,2,2,69
Super built-up  Area,Uttarahalli,3 BHK,1328,2,1,56
Super built-up  Area,Sarjapura+Attibele Road,3 BHK,1329,2,2,45.95
Super built-up  Area,Electronic City Phase II,3 BHK,1329,2,2,41
Super built-up  Area,Somasundara Palya,2 BHK,1329,2,2,70
Super built-up  Area,Uttarahalli,3 BHK,1329,2,1,56
Super built-up  Area,Kanakpura Road,2 BHK,1329,2,1,107
Super built-up  Area,Sarjapura+Attibele Road,3 BHK,1330,2,1,48
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,56
Super built-up  Area,EPIP Zone,2 BHK,1330,2,1,92.5
Super built-up  Area,Whitefield,2 BHK,1330,2,1,71
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,56
Super built-up  Area,EPIP Zone,2 BHK,1330,2,1,86.98
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,46.55
Super built-up  Area,EPIP Zone,2 BHK,1330,2,1,93.36
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,47
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,46.55
Plot  Area,Ramamurthy Nagar,3 Bedroom,1330,4,1,140
Super built-up  Area,Subramanyapura,3 BHK,1330,3,2,72
Super built-up  Area,Banashankari,2 BHK,1330,2,1,78
Super built-up  Area,Thubarahalli,2 BHK,1330,2,1,75
Super built-up  Area,Kanakpura Road,2 BHK,1330,2,1,107
Super built-up  Area,Rajiv Nagar,2 BHK,1330,2,1,93
Super built-up  Area,Whitefield,3 BHK,1330,2,2,55
Built-up  Area,"Varthur Road, ",2 BHK,1330,2,1,64
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,57
Super built-up  Area,Yelachenahalli,3 BHK,1330,3,3,73.5
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,39.9
Super built-up  Area,Banashankari,2 BHK,1330,2,2,77
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,46.55
Super built-up  Area,Channasandra,3 BHK,1330,2,2,51.83
Built-up  Area,Sarjapura+Attibele Road,3 BHK,1330,2,1,49
Super built-up  Area,Banashankari 6th Stage,2 BHK,1330,2,2,80
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,46.55
Super built-up  Area,Uttarahalli,3 BHK,1330,2,2,46.45
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,58
Super built-up  Area,Old Madras Road,2 BHK,1330,2,2,74
Super built-up  Area,Yelahanka,2 BHK,1330,2,1,93.65
Super built-up  Area,GD Layout,3 BHK,1330,2,2,68
Super built-up  Area,Hessarghatta,3 BHK,1330,3,2,65
Super built-up  Area,Electronics City Phase 1,3 BHK,1330,2,2,44
Super built-up  Area,Uttarahalli,3 BHK,1330,2,1,57
Super built-up  Area,TC Palaya,3 BHK,1330,3,3,46.56
Plot  Area,Yelahanka,5 Bedroom,1330,5,0,210
Super built-up  Area,Near International Airport,2 BHK,1330,2,1,56
Super built-up  Area,Kanakpura Road,2 BHK,1330.74,2,2,91.79
Super built-up  Area,Kanakpura Road,2 BHK,1331,2,1,107
Super built-up  Area,Harlur,2 BHK,1331,2,1,88
Super built-up  Area,9th Phase JP Nagar,2 BHK,1331.95,2,2,69
Super built-up  Area,Ambalipura,2 BHK,1332,2,1,79
Super built-up  Area,Hosa Road,3 BHK,1332,2,1,86.12
Built-up  Area,Sector 2 HSR Layout,2 BHK,1332,2,2,101
Super built-up  Area,Kanakpura Road,2 BHK,1332,2,1,108
Super built-up  Area,ITI Layout,2 BHK,1333,2,2,77.27
Super built-up  Area,Hebbal,2 BHK,1333,2,1,100
Built-up  Area,Hebbal,2 BHK,1333,2,1,104
Super built-up  Area,Dasarahalli,2 BHK,1333,2,1,86.65
Super built-up  Area,Sarjapur,3 BHK,1333,3,1,50
Super built-up  Area,Dasarahalli,2 BHK,1333,2,1,78.56
Super built-up  Area,Begur Road,2 BHK,1334,2,3,42.69
Built-up  Area,Ramamurthy Nagar,2 BHK,1334,2,1,67
Built-up  Area,Varanasi,2 BHK,1334,2,1,62
Super built-up  Area,Margondanahalli,2 BHK,1334,2,1,67.76
Built-up  Area,Kudlu Gate,3 BHK,1335,3,2,89
Super built-up  Area,Electronics City Phase 1,2 BHK,1335,2,2,67
Built-up  Area,HRBR Layout,3 BHK,1335,2,1,87
Super built-up  Area,Nagavarapalya,2 BHK,1335,2,3,110
Super built-up  Area,Kathriguppe,3 BHK,1335,2,3,73.43
Super built-up  Area,Sarjapur  Road,2 BHK,1335,2,1,95
Super built-up  Area,Kathriguppe,3 BHK,1335,2,2,73.43
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1335,2,1,56
Super built-up  Area,Harlur,2 BHK,1335,2,0,72.76
Super built-up  Area,Lakshminarayana Pura,2 BHK,1336,2,2,100
Built-up  Area,Kudlu Gate,2 BHK,1336,2,1,86
Super built-up  Area,Electronic City Phase II,3 BHK,1336,2,3,50.35
Super built-up  Area,Hebbal,2 BHK,1337,2,1,82
Super built-up  Area,Whitefield,2 BHK,1338,2,1,103
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,3,75
Super built-up  Area,Sai Gardens,2 BHK,1339,2,2,55
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,62
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,58
Built-up  Area,Kanakpura Road,2 BHK,1339,2,2,62
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,71.5
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,58
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,85
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,63
Super built-up  Area,Divya Unnathi Layout,2 BHK,1339,2,1,53.56
Super built-up  Area,Jai Bheema Nagar,2 BHK,1339,2,2,55
Super built-up  Area,Kanakpura Road,2 BHK,1339,2,2,67
Super built-up  Area,Jakkuru Layout,2 BHK,1340,2,2,55.7
Built-up  Area,Channasandra,3 BHK,1340,2,2,48.33
Super built-up  Area,Doopanahalli,3 BHK,1340,2,1,100
Super built-up  Area,Banashankari,3 BHK,1340,2,3,53.6
Super built-up  Area,Mallasandra,2 BHK,1340,2,2,61
Built-up  Area,Ulsoor,3 BHK,1340,3,0,90
Super built-up  Area,Mysore Road,3 BHK,1340,2,2,64.31
Super built-up  Area,Mysore Road,3 BHK,1340,2,3,64.31
Super built-up  Area,P Krishnappa Layout,3 BHK,1340,3,3,77
Built-up  Area,Electronics City Phase 1,2 BHK,1340,2,2,75
Super built-up  Area,Whitefield,2 BHK,1340,2,1,77
Built-up  Area,Tala Cauvery Layout,2 BHK,1340,2,3,77
Built-up  Area,Kanakpura Road,2 BHK,1340,2,2,60
Super built-up  Area,Kaggadasapura,3 BHK,1340,3,1,66
Super built-up  Area,Hennur,3 BHK,1340,3,2,54.24
Built-up  Area,Kanakapura,2 BHK,1340,2,2,65
Super built-up  Area,Vinayaka Nagar,2 BHK,1340,2,1,65
Super built-up  Area,Hegde Nagar,2 BHK,1340,2,2,72
Super built-up  Area,Whitefield,2 BHK,1340,2,1,101
Super built-up  Area,Devanahalli,2 BHK,1340,2,1,65
Super built-up  Area,Banaswadi,2 BHK,1340,2,2,73
Super built-up  Area,Dodsworth Layout,2 BHK,1340,2,1,71
Super built-up  Area,Thanisandra,2 BHK,1340,2,1,66.33
Super built-up  Area,Bannerghatta Road,2 BHK,1340,2,3,85
Super built-up  Area,Amruthahalli,2 BHK,1340,2,1,75
Super built-up  Area,Whitefield,2 BHK,1340,2,2,41
Built-up  Area,Sonnenahalli,3 BHK,1340,2,3,42
Super built-up  Area,Hennur,3 BHK,1340,2,2,54.27
Super built-up  Area,Banashankari,3 BHK,1340,2,2,53.6
Super built-up  Area,Duddanahalli,3 BHK,1340,2,2,47
Super built-up  Area,Sarjapur  Road,2 BHK,1340,2,0,75
Super built-up  Area,Hegde Nagar,2 BHK,1341,2,1,97
Super built-up  Area,Hennur Road,2 BHK,1341,2,1,75.76
Super built-up  Area,Hennur Road,2 BHK,1341,2,1,95
Super built-up  Area,Electronic City,2 BHK,1342,2,1,73.3
Super built-up  Area,Kaikondrahalli,3 BHK,1342,3,3,92
Super built-up  Area,Sector 7 HSR Layout,2 BHK,1342,2,2,115
Built-up  Area,Sarjapur  Road,2 BHK,1342,2,0,70
Built-up  Area,Yelahanka,3 BHK,1342,2,2,75
Super built-up  Area,Electronic City,2 BHK,1342,2,1,72
Super built-up  Area,Electronic City,2 BHK,1342,2,1,90
Super built-up  Area,7th Phase JP Nagar,3 BHK,1343,2,2,56.41
Super built-up  Area,EPIP Zone,2 BHK,1343,2,2,86
Super built-up  Area,Thanisandra,2 BHK,1343,2,2,75
Super built-up  Area,Panathur,2 BHK,1343,2,1,76
Super built-up  Area,Tumkur Road,3 BHK,1343.5,3,0,57.76
Super built-up  Area,Bannerghatta Road,3 BHK,1344,2,1,42
Super built-up  Area,Hebbal,2 BHK,1344,2,1,108
Plot  Area,Medaralli,4 Bedroom,1344,4,1,84
Super built-up  Area,Murugeshpalya,3 BHK,1344,2,0,56
Plot  Area,Whitefield,4 Bedroom,1344,3,1,130
Built-up  Area,Uttarahalli,2 BHK,1345,2,1,67
Super built-up  Area,Hosur Road,2 BHK,1345,2,2,106
